ID,Aggregate number,Module title,Member genes
M16.54,A6,TBD,"ACSL4, AGPS, ATL3, ATRN, BBS1, BPHL, BTG3, C12ORF11, C17ORF71, C1ORF122, C2ORF49, CBX5, CXORF12, DNAJB14, FANCG, FASTKD3, FBXO5, HABP4, HEATR2, HLA-H, HS.283402, LOC654189, MSH3, MTFMT, NMD3, NUAK2, POLR3A, RECQL5, RER1, RFC4, RIF1, THAP6, TMEM39A, TRAF6, TXNDC11, ZC3H10, ZDHHC16, ZNF182, ZNF384, ZNF614"
M16.55,A15,TBD,"AGXT2L2, ANKRD17, ANP32C, ATP10D, BAGE2, CUGBP1, DTNBP1, EXOSC1, FLJ30092, FLJ34047, HS.432352, HS.445239, HS.473548, HS.544017, HS.560946, HS.561307, HS.562039, HSN2, ING5, KIAA1875, LOC642267, LOC643423, LOC644043, LOC644474, LOC651881, LOC728895, LOC729602, MAGED4B, MRVI1, NBPF1, NDUFS2, OR2AG1, OR3A4, RAPGEF1, SCAND2, SON, SPAG9, TMEM176B, WIPF2, ZNF384"
M16.56,A1,Protein synthesis,"ADRB2, AHSA1, ATP5G2, BCL9, C10ORF32, CDK2AP2, CHCHD3, CIB1, CRSP9, ECD, EEF1A1, HSPA8, LOC400455, LOC402251, LOC440589, LOC642755, LOC645436, LOC648210, MRRF, MRRF, NME3, NOL5A, PEA15, PHF10, PIK3R1, RIOK1, RPL14, RPL24, RPL32, RPS6, SF3A2, SLC25A5, SNRPD2, TMEM126B, TMEM147, TMSB10, TUBG2, WIBG, ZC3H15"
M16.57,A5,B cells,"C16ORF74, C20ORF59, C8ORF13, CCDC24, CLIP3, CTGF, CTGF, DNASE1L3, DPPA4, FCGR2B, GEMIN5, HS.163084, HS.540401, HS.568676, HS.570308, ISOC2, JMJD2C, KCNH8, LOC346887, MGC27345, MOBKL2B, MTA3, PDE7B, PLEKHG1, PMEPA1, RCCD1, SIRT5, SLC25A17, SNX22, SPRY1, SPRY2, TASP1, TTC21A, TUBB6, UST, VPREB1, ZDHHC23, ZHX3, ZNF202"
M16.58,A15,TBD,"ACADVL, BAIAP2L2, C1ORF159, C21ORF66, CCDC137, CTGLF1, DGKA, HS.123474, HS.130980, HS.336643, HS.501656, LOC644891, LOC646723, LOC650433, LOC652458, LOC728070, LOC728127, LOC728505, MANEA, MAPKAP1, NAT12, NBR1, OR7E156P, PGM3, PHC3, PMS2L1, RCBTB1, SDK2, SLC22A5, SNORA62, SNORA64, TMEM168, TMPO, USP4, ZNF274, ZNF345, ZNF589, ZNF655, ZNF658B"
M16.59,A6,TBD,"ABCG1, ARHGAP12, ARL6IP2, BCAP29, CCDC4, CCNL1, DUSP11, DUSP2, ELA1, ENOX2, FUSIP1, HEATR3, HRASLS3, HS.570189, LOC124512, LOC54103, LOC644934, LOC650646, LOC651816, LOC727761, MAPK7, MYL5, NAALADL1, NIPSNAP1, PDDC1, RAB28, RAD51C, RANBP6, RBM18, RPS26L, RPS26L, RPS26L1, RPUSD1, RRN3, SPRED1, UBE2D4, USP47, WDR91, ZNF609"
M16.60,A27,Cell cycle,"ACOT7, AIFM1, BANF1, C18ORF56, CCNB1, CCR5, CDC2, CDCA3, CENPA, CENPF, CENPM, CENPM, CHI3L2, CKAP2L, FAM54A, FAM83D, FBXO4, FBXO5, GBP6, GMNN, HS.537991, KIF15, KIF23, LOC652155, LOC653820, MND1, MT1H, NUF2, ORC6L, SLC27A2, SMC2, SPAG5, SPC24, SPC25, TIPIN, UCK2, WDR51A"
M16.61,A25,TBD,"AHR, ARFIP1, ARMC8, ARRDC3, ATE1, AZIN1, C14ORF118, C1ORF108, C2ORF56, CASC4, CASP2, CCNT2, CNOT1, COL4A3BP, DDB1, DNAJB14, FAM21A, GCC2, LOC652388, LOC653105, MATR3, MTRR, NCOA2, NEK7, NPEPPS, PPM1B, PRDM1, PSEN1, QKI, SCP2, SNX20, TFG, TNFSF13, TWF1, YTHDC1, ZNF429"
M16.62,A33,TBD,"AFF1, C6ORF25, CALD1, CAV2, CAV2, CD24, CLIP1, DHRS9, DPY19L3, GP6, GPD2, GUCY1B3, HIST1H2BF, HIST1H4E, HIST2H2BF, HS.133181, HS.170991, HS.561105, HS.571151, KCNE3, LOC643720, LOC729732, MFSD7, MGC42630, MGC4677, MLKL, MSRB3, PCSK6, RAB43, RFNG, RTN3, SUCNR1, TCN2, TSR1, VAV3, ZKSCAN1"
M16.63,A33,TBD,"ADCY3, ARHGAP24, ARPC3, C1ORF103, C20ORF107, CD24, CDKN2B, CLCC1, COPE, CUGBP2, DHX34, DNAJB12, FBXO30, HS.541752, HS.575256, HS.580797, KIAA0241, KIAA0319L, LPGAT1, LRRFIP1, MGST1, PLAGL1, RAB43, RAP1A, RB1CC1, RGS18, RGS2, RNASE4, TMEM169, TMLHE, TOPORS, TRAF6, TSPAN2, UBE2D3, YWHAB"
M16.64,A31,Platelet/Prostaglandin,"CA2, CA2, CD151, CDR2L, CEL, DDEF2, EGF, GAS2L1, GCOM1, GRB14, GUCY1A3, HIST2H2BE, HOMER2, HS.421532, HS.79881, MAP1A, MFAP3L, MST150, MYL9, MYLK, NFIB, OXTR, PEAR1, PLA2G12A, PNMA1, PRTFDC1, PTCRA, RGS10, SLC8A3, TAL1, TBXA2R, TGFB1I1, TNFSF4, WASF3"
M16.65,A5,TGF-beta,"ABCB9, ANKZF1, AVEN, C19ORF29, C6ORF203, CROCC, DEAF1, FAM119A, FBLN2, FHIT, FTSJ1, HNRNPA3, KIAA1604, LOC644172, LOC648405, MGC39900, MSL2L1, POP1, RNF111, RNPS1, SH2D3A, SLC25A26, SLC25A42, SMAD7, SORD, SUPT3H, THEM4, TIMM8A, TMIGD2, UQCRB, VSIG1, ZC3H14, ZNF174, ZNF502"
M16.66,A15,TBD,"ADAM28, ARL17P1, C11ORF80, C1ORF152, C8ORF16, C9ORF37, DHX40, FCRL5, FLJ11783, FOXP1, HKR1, HS.129160, HS.370110, HS.572649, KRI1, LOC285908, LOC389791, MC1R, N6AMT1, NPCDR1, PMS2L3, PNMA3, POGZ, SCNN1D, SEC24B, SF1, SNORD56, TNIK, UBE2D2, USP48, ZNF248, ZNF320, ZNF346, ZNF789"
M16.67,A33,TBD,"ARG1, CDKN2D, CEACAM4, CSGALNACT1, CXCL1, CXCL6, DARC, ECHDC3, GADD45G, GPR84, HLA-A29.1, HLA-DRB4, HS.544831, INSM1, ITGAX, KIR2DL1, LOC152195, LOC641996, LOC642788, LOC648998, LOC731682, MEGF9, NSUN7, ORM1, PLSCR1, POLL, PPP1R3B, PPP2R3A, PSG9, SIGLEC5, THBS1, UTS2, VAPA"
M16.68,A2,Protein synthesis,"ABHD14B, ABI3, APRT, C17ORF87, C8ORF33, CRIP1, CRYL1, EIF2S1, ETS1, FOXP1, GGA2, GTPBP3, HLA-DMB, HLA-DRA, HS.505676, INF2, ITCH, MAGED1, MAL, MAP3K7IP1, NPAT, PAPD1, POLM, PRNPIP, PTPRO, RBM45, RTN1, SLC35C1, SMYD2, SP140, ST3GAL5, TGIF2, UCHL5"
M16.69,A4,Lipid metabolism,"CDK10, CHML, CPA5, CRAT, CTSF, FBLN2, FBXO3, GSTO2, HPCAL4, IRF2BP1, KCNG1, LIPC, LOC649009, LOC649679, LOC651380, LYCAT, MPND, PHLPP, SIT1, SLC22A17, SMPD1, SOS1, SYNE2, TMEM16G, TMEM189, TRIM65, TSPYL2, TUBB4Q, ULK3, ZDHHC11, ZNF135, ZNF57"
M16.70,A33,TBD,"ADORA3, ARHGAP24, ARHGAP24, ASPH, BMX, CD163, ERGIC1, ERLIN1, FKBP9L, FLT3, FOXC1, IL1R2, INHBB, KIAA0367, KLF6, LOC144383, LOC642373, LOC650140, LOC654055, OLAH, OLFM4, ORM2, OTX1, PGM5, PGM5, RAB3D, REPS2, SLC11A1, SPP1, TPST1, ZBTB16"
M16.71,A25,TBD,"CD200R1, CECR1, CHEK2, CPNE1, CTBP1, DPAGT1, GFM2, IKZF3, LIN52, LOC144983, LOC643300, LOC646675, LOC650132, LOC85389, MANEA, MAT2B, MINA, OPN3, PIK3C2A, RASSF1, RBAK, SC4MOL, SEH1L, SETD3, SGPP1, SPTBN1, VPS13C, WAC, ZNF124, ZNF3, ZNF761"
M16.72,A4,TBD,"ADAT3, ADCY9, AEBP1, ATAD3A, BRF1, C14ORF172, CCL28, CYP2S1, DDX11, FAAH, GPC2, GSTM2, LDOC1, LENG8, LOC283871, LOC653583, LOC732075, LRRC45, PKD1, PLXNA3, PPP2R3B, SCLY, TBL3, TJP3, TLR9, TMEM143, TOE1, TUBGCP6, UBTF, ZNF775"
M16.73,A25,Protein synthesis,"ABLIM1, ADK, ANAPC7, BRWD1, CASD1, CDC14B, ECD, EVI2A, FASTK, GTF2I, LCK, LETMD1, LOC648196, LOC649095, LOC650761, LSM12, MAT2B, MED27, NSF, P2RX5, PPM1B, RAE1, RBM12, REV3L, RFC2, SFXN1, SMAP1, THOC4, TM2D3, TRADD"
M16.74,A25,TBD,"C8ORF34, DNAJB12, FBXO3, FKSG30, HIATL1, HIATL1, HNRPK, HS.156414, HS.336511, HS.442504, HS.543064, HS.553431, ING3, LOC402221, MAX, MTMR12, PCDHGB6, PHF17, POLR2J3, RNFT1, ROCK1, RXRB, SALL3, SYPL1, TNFRSF10C, TUBA1C, UGCGL1, WRNIP1, ZFAND6, ZFP36L2"
M16.75,A17,Cell death,"ALG13, ARL6IP1, ASB7, ATP9B, C8ORF53, CXORF21, CXORF23, DFFA, DNMT3A, HCCS, HMGB1, HS.541685, HS.543842, LILRB1, LOC646897, LOH11CR2A, MAPRE3, MCFD2, NFAM1, NSL1, OR2H2, POLH, PPP2R5C, RHBDL2, SENP5, SMAD5, SRGAP3, TPK1, ULK2, WDR44"
M16.76,A33,TBD,"AP3B2, C4BPA, CARD6, CCNA1, CD274, CFH, CFH, CFH, CYYR1, EBI3, ETV7, FAM110B, FFAR3, HGF, HS.224794, HS.561679, HSD3B7, KCNE1, KCNMA1, LOC730249, LOC731823, LOC731823, MUC1, MUC1, OSTALPHA, PFKFB2, SCN9A, SLAMF8, SOCS1"
M16.77,A4,Antigen presentation,"ACOT4, C1ORF21, CCBP2, CCL3L1, COCH, DKFZP686O24166, FLJ16686, FLJ45337, HS.417262, HS.535825, KIR2DL1, KIR2DS5, KIR3DL1, KIR3DL2, KIR3DL3, KRT73, LOC284371, LOC401720, MAP3K12, MRPL43, MS4A14, PDGFD, PSITPTE22, SCAND2, THG1L, TMEM157, ZNF167, ZNF385D"
M16.78,A1,B cells,"ADARB1, BCAS4, BCL11A, C12ORF24, C17ORF68, CD1C, CD52, CDR2, DCDC5, DPP7, HNRPDL, HS.546375, IL32, IRF4, LOC645968, LOC647436, LOC651453, LOC654194, LOC730525, MSTO1, NT5C3L, OPN3, PDCD7, POLR1E, PPAPDC1B, SH3KBP1, SNORD13, THOC3"
M16.79,A35,Protein synthesis,"CAPN3, CASP4, CCDC109A, CDS2, CEBPB, CNN2, DBN1, DNAJB12, DNAJC5, EXT1, FAM49B, FLJ10357, GAPDH, H2AFY, HIST1H2BD, IFITM2, IL10RB, LILRA5, MAFG, MTMR3, PITPNM2, PTTG1IP, PXN, PYCARD, RHOT1, SAT1, SPTLC2"
M16.80,A33,Cytokines/chemokines,"ABHD12B, BAGE3, BTNL9, CSAD, GPR177, HS.467627, HS.543027, HS.551128, HS.556970, HS.559884, HS.566279, ITGAX, KCNJ15, KCNK4, KIAA0319, KIAA1632, LIMK2, LOC440776, LOC441193, LOC642334, NMNAT1, NSD1, ORAI2, PLB1, PTK2B, QKI, REPS2"
M16.81,A6,TBD,"AGPAT4, C7ORF30, DHPS, FOXJ3, GALNT1, HNRPUL1, HS.127310, IL27RA, LIN54, LOC389787, LOC441377, LOC649548, LOC731365, LYAR, MAN2A1, METAP2, OCEL1, RPS26, RPS26L, SF3B4, SOCS4, SPTAN1, TROVE2, UBQLN1, VPS35, WASL, ZNF33B"
M16.82,A36,Gene transcription,"ACSL6, BAG1, C16ORF68, C18ORF54, CAPN5, CDC42BPA, DIAPH3, ENTPD5, FAM5B, FKBP1B, GLUL, HS.14706, HS.562161, KIAA0565, LOC651723, MAP3K7IP3, NEIL2, PCAF, RFX3, RFX3, SLC25A37, SOX6, TEX9, TFDP2, UROS, ZNF213"
M16.83,A7,Cell adhesion,"ACTR3, C19ORF50, C7ORF42, CATSPER1, CENTB1, COL8A2, CST3, DHTKD1, DIAPH1, DLGAP4, DYNLRB1, EXOC3, EXOC7, FAM49B, FBS1, HECA, ITGAL, LOC646786, MAP2K1, OAT, PNKD, PTOV1, SRRM2, TBC1D23, TMEM30A, ZNF341"
M16.84,A5,Protein phosphorylation,"ABAT, ARHGAP12, ARHGEF10, BTBD3, C11ORF58, C20ORF19, CCDC91, EXOC8, FAM63B, HS.537907, HS2ST1, KIAA1333, LOC652608, LRRC1, MNAT1, NNT, NSUN6, ODF2L, PPP1R15B, PTPN2, RIC8B, S100PBP, TMEM70, ZNF468, ZNF532"
M16.85,A32,TBD,"ABCD1, ANG, C3ORF64, DUSP10, FAM129B, HOMER3, HOXA9, HS.121525, KCTD12, LRP1, LYPLA3, MARCO, NEK3, PLCB1, RNASE4, RNASE4, SIGLECP16, SLC22A18AS, SLC2A9, SMTN, SRD5A1, SUOX, TUFT1, ZNF322A, ZNF503"
M16.86,A29,Oxidative stress,"CSF2RA, CSGALNACT2, DDB1, GCLM, HECTD2, HS.162932, HS.254477, HS.369643, HS.374460, HS.530359, HS.568326, HS.569948, IPP, KIAA0319L, KIAA1632, LACTB, LOC150763, MBTD1, PDK1, PHF20L1, PMS2L5, STAG3L1, TCL1B, TMEM1, ZNF600"
M16.87,A15,TBD,"ATXN2L, C1ORF163, CASP8, CDC14A, FAM82B, FCRL2, FLJ12334, HS.107418, HS.362932, HS.436572, HS.538100, HS.558485, HS.571599, LOC283932, LOC440349, LOC642398, LOC644019, LOC85390, NR4A2, RALGPS2, RBM3, RHOT1, SLC15A2"
M16.88,A36,Erythrocytes,"ADORA3, AKAP7, ATAD4, C19ORF62, C20ORF149, C3ORF39, CCL5, COPS2, CTSE, HBA2, HBG1, HBG2, LOC646531, LOC651894, LOC731777, PHF1, RGS10, RPA1, RPS15A, SFRS2B, SNHG11, WDR23, YIPF6"
M16.89,A30,TBD,"ARID4A, ARID4B, BAGE5, CCDC41, DGKD, EIF2C2, FBXW7, HIATL1, HS.412918, HS.572642, ITPR2, KIAA2010, LOC441155, LOC643011, LOC647834, LOC648907, MBP, MIAT, PSMD12, RC3H2, TMOD3, TSC1, ZNF626"
M16.90,A14,TBD,"C1QTNF6, C20ORF194, C21ORF124, CATSPER2P1, ERBB4, FALZ, FBXO41, FLCN, FLJ10246, HN1L, HS.484967, HS.529631, JMJD2A, LOC344405, LOC644889, MGC40069, SLC25A34, SNAP25, SPPL3, TBX19, WDR27, ZNF660"
M16.91,A1,TBD,"ABCB1, AVPI1, BACH2, CHD6, CLCF1, CPA3, CR2, CR2, DPP4, FCER1A, FTO, HS.326560, JUP, KLRB1, KRT72, LAMA5, LPHN1, LRIG1, NDRG2, SIRT4, TSGA14, WHDC1"
M16.92,A27,Cell cycle,"APOBEC3B, CDT1, CENPM, CHAF1B, DEPDC1B, DTL, EXO1, FANCI, GCUD2, GGH, GINS2, KIF20A, KIF2C, MCM4, MELK, MND1, NCAPG2, NEK2, POLE2, TPX2, TRIP13, TTK"
M16.93,A31,TBD,"APOM, C15ORF26, CA13, CETP, CMTM1, COL6A3, COPG2, DHRS9, EHD3, ELOVL7, FNBP1L, HIST1H2AM, HOXD12, HRASLS, HS.571130, HS.581828, HS.582046, LOC113230, OCRL, SEMG1, SPG3A, ST7"
M16.94,A19,TBD,"C1ORF116, CEACAM19, COL20A1, DCK, HS.444152, HS.537782, HS.562164, HS.565734, HS.580865, HS.61208, IRX6, LOC643176, LOC646990, LOC650293, MAP1B, MAS1, SLC39A3, STX1A, XCR1, ZNF222, ZNF646"
M16.95,A5,B cells,"AGPAT5, AP1GBP1, C14ORF124, CCDC5, CD74, DBNDD1, FAHD2A, GLCCI1, HMGN2, L1CAM, LOC647104, LOC728825, MGC3196, MLYCD, MS4A1, PLEKHA2, PNKD, TAF9, TCEA1, TGFBR2, ZDHHC2"
M16.96,A38,Erythrocytes,"ARL4A, C20ORF175, CABP5, CTNNAL1, CTNNAL1, ESPN, FECH, GNA12, HP, LPCAT2, MSI2, PLA2G4C, PTPLA, RAP1GAP, RETN, RNASE3, SLC7A5, TFF3, TUBB2A, WDR45"
M16.97,A17,Cell death,"CACNB3, COL9A2, DAK, DHDDS, EMP1, FAM86B1, FGF18, GM2A, HS.527515, IKZF4, KIAA0427, NR2F6, PACS2, PH-4, SC65, SLC35B4, TPPP3, TRAF2, ZKSCAN3, ZNF408"
M16.98,A35,TBD,"ADORA2B, CACNA1E, CR1, EFEMP2, GPR141, GPR63, HS.162734, KIAA1026, KREMEN1, LOC643550, LOC646434, LOXL3, MAK, MERTK, SLC26A8, SLC26A8, TIFA, VDR, WWP2"
M16.99,A5,Protein modification,"AMOT, C21ORF81, CENPQ, ENPP5, FLJ22639, KIR2DL4, KLRC1, KLRC1, KTN1, LGR6, NUAK1, OXSM, PMS1, SGSM1, SLC1A7, WDR35, ZFY, ZNF365"
M16.100,A33,TBD,"CANT1, DHRS9, EPS15L1, FAM91A1, FLJ11151, FOS, FTHL8, GCA, GTDC1, HS.171171, HS.193406, HS.552025, HS.571245, LYN, MNDA, OGFRL1, QPCT, SIGLEC7"
M16.101,A33,TBD,"ARHGAP26, CFLAR, CSF3R, ELF2, FNIP1, GPR109B, HIST2H2AA3, HS.563552, LOC732371, LSP1, LSP1, NCF1B, NCF4, PTP4A3, RAPGEFL1, SLC24A4, SLC43A2, SRGN"
M16.102,A33,TBD,"C20ORF7, CAMKK2, CAMKK2, CBS, CMTM4, DKFZP761E198, LOC642780, NDST1, NLRP12, PLD1, SIRPD, TDRD9, TFEB, TMEM144, TMEM45B, TNNI2, VPS8, ZNF516"
M16.103,A31,TBD,"COPE, DHX29, E2F4, EIF3J, FAM89B, FTL, HS.575808, LOC643031, LOC652968, LRRC8A, PSMD2, RAB1B, RAB4B, RAB5B, SAPS1, SOD1, TBC1D10B"
M16.104,A8,Cell cycle,"ACOT2, BACE2, C10ORF128, C14ORF122, CDK2, CERKL, ERAP1, HS.121655, LOC649209, LOC650795, LOC651621, MRE11A, MURC, RASSF5, RGS1, TAPBP, TXNDC5"
M16.105,A6,TBD,"C21ORF91, C5ORF28, DDX54, DDX59, DMWD, FLJ22222, IL2RG, MAPK9, MRPL12, NIBP, RABL3, SCARB1, SMARCB1, SUCLA2, TM2D2, VRK2, ZBTB2"
M16.106,A8,TBD,"ABT1, C14ORF72, C15ORF23, C21ORF63, C21ORF70, CELSR3, IQCG, MID2, MSC, PPM1K, PPP2R2B, SLAMF7, SYNGR1, SYNGR1, THUMPD3, TMCO4"
M16.107,A16,Oxidative stress,"ABHD11, AMY1B, APOL1, DSC2, GPR155, HS.275823, HS.562974, HS.563020, LOC649362, LOC651524, LOC654335, MAP3K2, NXNL1, RFX4, SOD2, TTC8"
M16.108,A13,TBD,"ASRGL1, CLEC4C, FMO5, HS.325015, HS.563165, HS.574465, LOC652755, LRRK1, MCM3APAS, MGAT3, NPHP4, PI4K2A, RHOBTB3, SASH1, SEPSECS, SPIN3"
M16.109,A34,Platelet,"BAMBI, C14ORF151, C3ORF60, GRB14, HIST1H2AG, HS.545426, IRX3, LMNA, MSRB3, PF4V1, PTGS1, SMOX, ST7, TMEM40, TPM1"
M16.110,A16,TBD,"ATP6V1G2, C15ORF5, HS.146949, ITGA6, LOC646123, LOC652637, NOL9, PARVB, PDE7A, POM121, PPFIBP1, QKI, RPL32, VAMP1, ZMAT1"
M16.111,A5,TBD,"AKAP1, ATP1B1, ATPBD4, C18ORF22, CEP290, EID2B, LOC441408, PCBD1, PITPNC1, QPCT, RAD1, TMSB4Y, TNFRSF21, UTP15, ZP3"
